loc,총인구수,조출생률
1100000000.0,9428372.0,4.639295098
1111000000.0,141379.0,3.40220259
1111051500.0,11628.0,4.72996216
1111053000.0,9087.0,2.971277649
1111054000.0,2331.0,2.574002574
1111055000.0,9241.0,2.38069473
1111056000.0,17663.0,3.566778011
1111057000.0,8023.0,4.113174623
1111058000.0,9816.0,5.093724531
1111060000.0,3941.0,3.552397869
1111061500.0,6728.0,2.675386445
1111063000.0,5300.0,1.509433962
1111064000.0,7101.0,2.534854246
1111065000.0,16143.0,2.539800533
1111067000.0,4646.0,2.367628067
1111068000.0,7706.0,2.595380223
1111069000.0,6449.0,5.892386416
1111070000.0,5769.0,4.160166407
1111071000.0,9807.0,3.364943408
1114000000.0,120437.0,5.01507012
1114052000.0,2244.0,8.021390374
1114054000.0,4544.0,5.501760563
1114055000.0,2739.0,4.746257758
1114057000.0,3973.0,4.027183489
1114058000.0,4571.0,1.750164078
1114059000.0,5202.0,2.306805075
1114060500.0,1661.0,5.418422637
1114061500.0,7618.0,3.281701234
1114062500.0,13474.0,3.636633516
1114063500.0,16395.0,5.611466911
1114064500.0,13199.0,4.924615501
1114065000.0,10180.0,5.500982318
1114066500.0,10024.0,4.788507582
1114067000.0,12604.0,5.712472231
1114068000.0,12009.0,7.994004497
1117000000.0,218650.0,5.245826664
1117051000.0,16321.0,4.105140616
1117052000.0,9016.0,2.661934339
1117053000.0,7100.0,1.830985915
1117055500.0,19094.0,3.508955693
1117056000.0,17144.0,7.466168922
1117057000.0,13678.0,5.55636789
1117058000.0,10743.0,5.585032114
1117059000.0,11553.0,4.760668225
1117062500.0,21243.0,7.67311585
1117063000.0,25070.0,6.461906661
1117064000.0,8027.0,8.845147627
1117065000.0,6117.0,3.760013078
1117066000.0,8731.0,5.268583209
1117068500.0,19508.0,6.305105598
1117069000.0,12590.0,3.57426529
1117070000.0,12715.0,1.887534408
1120000000.0,281000.0,6.241992883
1120052000.0,16304.0,7.237487733
1120053500.0,26420.0,5.450416351
1120054000.0,22034.0,6.081510393
1120055000.0,11981.0,4.173274351
1120056000.0,13676.0,5.995905235
1120057000.0,23056.0,7.546842471
1120058000.0,15047.0,5.715425002
1120059000.0,15056.0,7.438894793
1120061500.0,22253.0,7.10016627
1120062000.0,14098.0,7.09320471
1120064500.0,25585.0,8.481532148
1120065000.0,16089.0,6.277580956
1120066000.0,12123.0,6.681514477
1120067000.0,15256.0,4.785002622
1120069000.0,10291.0,5.733164901
1120072000.0,10081.0,4.364646364
1120079000.0,11650.0,1.802575107
1121500000.0,337416.0,4.021741708
1121571000.0,23437.0,1.79203823
1121573000.0,19425.0,3.346203346
1121574000.0,15299.0,4.902281195
1121575000.0,20999.0,3.523977332
1121576000.0,15945.0,4.201944183
1121577000.0,28035.0,3.317281969
1121578000.0,11180.0,5.277280859
1121581000.0,34168.0,3.073050808
1121582000.0,21862.0,3.384868722
1121583000.0,23946.0,5.22007851
1121584000.0,27553.0,5.66181541
1121584700.0,17926.0,3.626018074
1121585000.0,23387.0,3.891050584
1121586000.0,26043.0,3.53261913
1121587000.0,28211.0,6.167806884
1123000000.0,336644.0,4.423070068
1123053600.0,34559.0,3.530194739
1123054500.0,24207.0,3.511381005
1123056000.0,28660.0,4.361479414
1123057000.0,18185.0,4.784162772
1123060000.0,28137.0,7.179159114
1123061000.0,27793.0,5.756845249
1123065000.0,38068.0,5.122412525
1123066000.0,32387.0,5.681291876
1123070500.0,18610.0,3.062869425
1123071000.0,10546.0,2.275744358
1123072000.0,13931.0,5.024764913
1123073000.0,23829.0,2.853665701
1123074000.0,18055.0,2.326225422
1123075000.0,19677.0,3.455811353
1126000000.0,385318.0,4.907634733
1126052000.0,23849.0,4.654283198
1126054000.0,18463.0,3.141417971
1126055000.0,14714.0,7.951610711
1126056500.0,33144.0,4.827419744
1126057000.0,21473.0,5.774693802
1126057500.0,24188.0,4.258309906
1126058000.0,23551.0,5.902084837
1126059000.0,20252.0,7.505431562
1126060000.0,19117.0,5.754040906
1126061000.0,24492.0,4.777070064
1126062000.0,34130.0,3.896864928
1126063000.0,18375.0,4.136054422
1126065500.0,35511.0,6.251584016
1126066000.0,15938.0,2.823440833
1126068000.0,38054.0,3.52131182
1126069000.0,20067.0,4.484975333
1129000000.0,430397.0,4.481908563
1129052500.0,16272.0,4.793510324
1129055500.0,22456.0,3.740648379
1129057500.0,15075.0,2.122719735
1129058000.0,14369.0,5.497946969
1129059000.0,23558.0,5.051362594
1129060000.0,14997.0,2.200440088
