loc,총인구수,조출생률,지역
1147000000,447302,4.144850683,서울특별시
1147051000,30750,3.219512195,서울특별시
1147052000,29903,5.350633716,서울특별시
1147053000,21815,6.509282604,서울특별시
1147054000,25372,1.852435756,서울특별시
1147055000,41239,2.837120202,서울특별시
1147056000,20422,3.133875233,서울특별시
1147057000,20665,4.69392693,서울특별시
1147058000,15191,3.883878612,서울특별시
1147059000,17926,4.51857637,서울특별시
1147060000,14615,4.379062607,서울특별시
1147061000,13893,10.72482545,서울특별시
1147061100,19783,4.296618309,서울특별시
1147062000,20374,2.257779523,서울특별시
1147063000,19491,2.360063619,서울특별시
1147064000,49627,5.259233885,서울특별시
1147065000,32698,3.975778335,서울특별시
1147067000,24528,3.465427267,서울특별시
1147068000,29010,4.205446398,서울특별시
1150000000,574315,5.242767471,서울특별시
1150051000,41637,8.141796959,서울특별시
1150052000,24239,7.467304757,서울특별시
1150053000,20303,5.17164951,서울특별시
1150053500,30544,5.467522263,서울특별시
1150054000,51801,5.077122063,서울특별시
1150055000,17840,4.204035874,서울특별시
1150056000,21525,3.670150987,서울특별시
1150057000,20532,4.04247029,서울특별시
1150059000,34202,5.145897901,서울특별시
1150059100,24869,4.342756042,서울특별시
1150059300,24383,3.896157159,서울특별시
1150060300,34115,5.188333578,서울특별시
1150060400,14026,4.277769856,서울특별시
1150060500,15040,8.178191489,서울특별시
1150061100,36416,4.009226714,서울특별시
1150061500,42923,4.310043566,서울특별시
1150062000,30842,6.030737306,서울특별시
1150063000,42932,5.473772477,서울특별시
1150064000,23355,4.966816528,서울특별시
1150064100,22791,4.914220526,서울특별시
1153000000,396754,5.643295342,서울특별시
1153051000,36049,8.072345974,서울특별시
1153052000,20827,7.730350026,서울특별시
1153053000,23802,2.604823124,서울특별시
1153054000,23529,5.440095202,서울특별시
1153055000,19667,4.423653836,서울특별시
1153056000,29212,6.196083801,서울특별시
1153059500,8958,2.455905336,서울특별시
1153072000,22337,3.402426467,서울특별시
1153073000,26631,4.243175247,서울특별시
1153074000,33775,6.720947446,서울특별시
1153075000,30894,5.761636564,서울특별시
1153076000,20222,4.796756008,서울특별시
1153077000,22540,6.299911269,서울특별시
1153078000,38456,4.394632827,서울특별시
1153079000,23506,5.487960521,서울특별시
1153080000,16349,10.76518441,서울특별시
1154500000,230811,4.436530321,서울특별시
1154551000,23669,3.971439436,서울특별시
1154561000,44873,6.841530542,서울특별시
1154562000,18706,3.367903347,서울특별시
1154563000,24152,3.72639947,서울특별시
1154564000,15142,4.292695813,서울특별시
1154567000,32826,3.960275391,서울특별시
1154568000,21228,3.815715093,서울특별시
1154569000,10800,4.259259259,서울특별시
1154570000,20249,3.061879599,서울특별시
1154571000,19166,4.487112595,서울특별시
1156000000,376837,6.429835711,서울특별시
1156051500,21254,5.504846147,서울특별시
1156053500,29233,4.994355694,서울특별시
1156054000,33071,5.261407275,서울특별시
1156055000,20300,6.896551724,서울특별시
1156056000,37520,8.128997868,서울특별시
1156058500,17730,6.204173717,서울특별시
1156060500,32627,8.183406381,서울특별시
1156061000,18197,9.94669451,서울특별시
1156062000,22301,8.519797319,서울특별시
1156063000,17342,3.805789413,서울특별시
1156065000,16561,5.192923133,서울특별시
1156066000,12324,5.923401493,서울특별시
1156067000,10611,6.314202243,서울특별시
1156068000,19076,5.713986161,서울특별시
1156069000,19968,7.512019231,서울특별시
1156070000,14525,4.681583477,서울특별시
1156071000,11912,3.44190732,서울특별시
1156072000,22285,5.968140004,서울특별시
1159000000,385483,4.81733306,서울특별시
1159051000,31962,6.601589387,서울특별시
1159052000,10844,2.950940612,서울특별시
1159053000,44087,3.81064713,서울특별시
1159054000,28107,6.546411926,서울특별시
1159055000,24512,3.671671018,서울특별시
1159056000,28577,4.409140218,서울특별시
1159060500,31485,4.859456884,서울특별시
1159062000,22856,3.412670634,서울특별시
1159063000,27780,6.515478762,서울특별시
1159064000,24344,5.791981597,서울특별시
1159065000,14141,4.667279542,서울특별시
1159065100,14467,6.704914633,서울특별시
1159066000,37990,3.606212161,서울특별시
1159067000,23142,3.802609973,서울특별시
1159068000,21189,4.955401388,서울특별시
1162000000,485699,3.489815709,서울특별시
1162052500,24412,3.236113387,서울특별시
1162054500,15118,8.532874719,서울특별시
1162056500,29209,4.382210962,서울특별시
1162057500,28931,3.041719954,서울특별시
1162058500,16847,3.205318454,서울특별시
1162059500,35422,3.020721585,서울특별시
1162060500,33156,4.825672578,서울특별시
1162061500,15106,2.581755594,서울특별시
1162062500,25799,3.643552076,서울특별시
1162063000,18085,5.750622062,서울특별시
1162064500,22593,3.098304785,서울특별시
1162065500,17840,2.858744395,서울특별시
1162066500,23062,3.122018906,서울특별시
1162068500,22560,2.792553191,서울특별시
1162069500,22365,2.146210597,서울특별시
1162071500,15298,3.791345274,서울특별시
1162072500,17338,2.364747952,서울특별시
1162073500,23385,2.736797092,서울특별시
1162074500,21902,1.871975162,서울특별시
1162076500,30512,3.539590981,서울특별시
1162077500,26759,3.624948615,서울특별시
1165000000,412279,5.367724284,서울특별시
1165051000,20524,5.895536932,서울특별시
1165052000,26237,6.936768685,서울특별시
1165053000,32437,5.672534451,서울특별시
1165053100,30833,3.891933967,서울특별시
1165054000,26771,3.884800717,서울특별시
1165055000,1969,9.649568309,서울특별시
1165056000,34464,4.613509749,서울특별시
1165057000,15707,4.265614057,서울특별시
1165058000,22190,5.272645336,서울특별시
1165058100,19177,5.788183762,서울특별시
1165059000,20907,3.682976993,서울특별시
1165060000,16848,5.401234568,서울특별시
1165061000,19347,5.633948416,서울특별시
1165062000,18783,4.685087579,서울특별시
1165062100,23524,5.86634926,서울특별시
1165065100,43074,5.711101825,서울특별시
1165065200,21927,6.88648698,서울특별시
1165066000,17560,7.346241458,서울특별시
1168000000,533042,4.226683826,서울특별시
1168051000,15993,3.564059276,서울특별시
1168052100,22073,3.896162733,서울특별시
1168053100,21018,3.8062613,서울특별시
1168054500,26305,4.675917126,서울특별시
1168056500,25684,5.061516898,서울특별시
1168058000,12878,4.193197702,서울특별시
1168059000,30436,4.599816007,서울특별시
1168060000,24165,1.655286571,서울특별시
1168061000,36507,2.10918454,서울특별시
1168063000,19815,2.069139541,서울특별시
1168064000,35587,3.596819063,서울특별시
1168065000,36072,3.770237303,서울특별시
1168065500,21405,5.372576501,서울특별시
1168065600,33163,3.859723185,서울특별시
1168066000,6470,2.318392581,서울특별시
1168067000,27874,4.879098802,서울특별시
1168069000,23710,5.862505272,서울특별시
1168070000,43232,5.852146558,서울특별시
1168072000,23260,4.987102322,서울특별시
1168073000,15073,2.985470709,서울특별시
1168074000,17518,5.708414203,서울특별시
1168075000,14804,7.700621454,서울특별시
1171000000,658338,5.398442745,서울특별시
1171051000,12869,4.196130235,서울특별시
1171052000,24785,5.850312689,서울특별시
1171053100,12539,4.386314698,서울특별시
1171053200,18726,6.782014312,서울특별시
1171054000,18916,2.537534362,서울특별시
1171055000,18713,3.420082296,서울특별시
1171056100,15682,3.95357735,서울특별시
1171056200,26489,5.28521273,서울특별시
1171056600,18061,2.159348873,서울특별시
1171057000,38446,5.592259273,서울특별시
1171058000,23845,5.032501573,서울특별시
1171059000,19130,4.234187141,서울특별시
1171060000,31584,5.287487335,서울특별시
1171061000,30325,5.309150866,서울특별시
1171062000,26252,7.237543806,서울특별시
1171063100,27265,11.55327343,서울특별시
1171063200,32229,5.181668683,서울특별시
1171064100,20012,5.996402159,서울특별시
1171064200,28871,4.953067092,서울특별시
1171064600,29534,7.279745378,서울특별시
1171064700,39095,7.315513493,서울특별시
1171065000,27953,4.579114943,서울특별시
1171067000,35036,4.424021007,서울특별시
1171068000,34338,4.164482498,서울특별시
1171069000,21318,4.550145417,서울특별시
1171071000,16775,4.232488823,서울특별시
1171072000,9550,4.816753927,서울특별시
1174000000,462664,6.127556931,서울특별시
1174051500,32794,7.257425139,서울특별시
1174052500,38834,0.0,서울특별시
1174052600,10166,0.0,서울특별시
1174053000,25856,9.16615099,서울특별시
1174054000,17524,2.168454691,서울특별시
1174055000,24301,5.308423522,서울특별시
1174056000,22177,9.739820535,서울특별시
1174057000,34486,4.813547527,서울특별시
1174058000,15197,8.620122393,서울특별시
1174059000,17898,4.916750475,서울특별시
1174060000,26738,5.722193133,서울특별시
1174061000,33154,6.907160524,서울특별시
1174062000,26564,6.66315314,서울특별시
1174064000,19915,6.678383128,서울특별시
1174065000,23534,4.589105125,서울특별시
1174066000,23079,3.986307899,서울특별시
1174068500,45653,4.753247322,서울특별시
1174069000,133,0.0,서울특별시
1174070000,24661,6.123028263,서울특별시
2600000000,3350380,4.341298599,부산광역시
2611000000,40524,2.023492252,부산광역시
2611051000,2937,1.02145046,부산광역시
2611052000,2675,1.121495327,부산광역시
2611053000,6252,1.279590531,부산광역시
2611054500,10521,3.231631974,부산광역시
2611056000,4511,1.551762359,부산광역시
2611057000,974,2.05338809,부산광역시
2611058000,915,1.092896175,부산광역시
2611059000,4693,3.196249734,부산광역시
2611060000,7046,1.277320466,부산광역시
2614000000,105164,3.337644061,부산광역시
2614051000,5614,4.631278945,부산광역시
2614052000,7333,1.500068185,부산광역시
2614053000,7702,3.375746559,부산광역시
2614054000,13712,6.198949825,부산광역시
2614056000,8120,2.832512315,부산광역시
2614057000,7758,3.866976025,부산광역시
2614059000,7517,3.591858454,부산광역시
2614061500,6607,1.513546239,부산광역시
2614063000,4271,1.404823226,부산광역시
2614064000,9896,4.345189976,부산광역시
2614065000,4870,2.05338809,부산광역시
2614066000,8992,2.557829181,부산광역시
2614068000,12772,2.427184466,부산광역시
2617000000,87679,4.345396275,부산광역시
2617051000,5027,1.790332206,부산광역시
2617052000,5701,1.403262586,부산광역시
2617053000,13029,11.97329035,부산광역시
2617055000,5953,1.007895179,부산광역시
2617056000,4160,2.644230769,부산광역시
2617057000,9819,4.379264691,부산광역시
2617059000,3902,0.512557663,부산광역시
2617060000,5306,0.565397663,부산광역시
2617064500,10783,3.338588519,부산광역시
2617065000,11789,2.799219612,부산광역시
2617066000,7862,4.96056983,부산광역시
2617068000,4348,8.049678013,부산광역시
2620000000,110638,2.368083299,부산광역시
2620053000,10846,2.212797345,부산광역시
2620054000,3995,1.501877347,부산광역시
2620055000,8287,3.016773259,부산광역시
2620058500,8321,1.442134359,부산광역시
2620059000,6741,3.411956683,부산광역시
2620060500,7911,2.780937935,부산광역시
2620063000,6113,2.617372812,부산광역시
2620064000,17625,2.893617021,부산광역시
2620065000,27532,2.360889147,부산광역시
2620066000,3354,2.385211688,부산광역시
2620067000,9913,1.008776354,부산광역시
2623000000,353159,4.420105392,부산광역시
2623051000,15902,4.276191674,부산광역시
2623052000,9930,6.143001007,부산광역시
2623054000,20607,3.83364876,부산광역시
2623055000,22133,3.52414946,부산광역시
2623056000,20028,4.943079688,부산광역시
2623057000,11985,3.420942845,부산광역시
2623060000,21776,7.347538575,부산광역시
2623061000,20853,2.973193306,부산광역시
2623064000,22999,4.782816644,부산광역시
2623066000,17437,2.69541779,부산광역시
2623067000,23065,2.904834164,부산광역시
2623068000,10274,9.635974304,부산광역시
2623070000,11323,3.709264329,부산광역시
2623071000,19224,2.913025385,부산광역시
2623072000,16844,3.977677511,부산광역시
2623074000,16724,4.783544607,부산광역시
2623075000,10948,3.105590062,부산광역시
2623076000,28813,3.574775275,부산광역시
2623077000,11965,6.268282491,부산광역시
2623078000,20329,6.542377884,부산광역시
2626000000,266866,4.61654913,부산광역시
2626051000,32558,5.651452792,부산광역시
2626052000,9523,1.680142812,부산광역시
2626054500,24724,5.824300275,부산광역시
2626055000,20551,6.179747944,부산광역시
2626056000,14933,2.008973415,부산광역시
2626057000,38542,5.292927196,부산광역시
2626058000,10614,4.333898624,부산광역시
2626059000,27315,4.393190555,부산광역시
2626060000,17447,3.840201754,부산광역시
2626074000,14560,4.052197802,부산광역시
2626075000,27185,3.604929189,부산광역시
2626076100,14048,4.911731207,부산광역시
2626076200,14866,4.574196152,부산광역시
2629000000,262069,3.735657403,부산광역시
2629051000,15794,1.836140306,부산광역시
2629053000,32729,4.949738764,부산광역시
2629054000,12382,6.137942174,부산광역시
2629055000,17004,3.705010586,부산광역시
2629056000,15382,6.371083084,부산광역시
2629057000,44281,2.98096249,부산광역시
2629058000,16850,3.976261128,부산광역시
2629059000,12228,1.880929015,부산광역시
2629060000,8542,4.331538281,부산광역시
2629061000,8249,3.758031277,부산광역시
2629062000,12970,2.621434079,부산광역시
2629063000,6768,2.659574468,부산광역시
2629064500,12818,1.950382275,부산광역시
2629068000,13577,2.872504972,부산광역시
2629069000,8564,4.086875292,부산광역시
2629070000,15632,6.07727738,부산광역시
2629071000,8299,1.80744668,부산광역시
2632000000,283211,4.321866029,부산광역시
2632051000,16096,4.53528827,부산광역시
2632052000,25270,4.075979422,부산광역시
2632052100,19686,2.133495885,부산광역시
2632053000,37959,3.872599384,부산광역시
2632054100,41610,5.960105744,부산광역시
2632054200,17112,3.214118747,부산광역시
2632054300,29748,4.336425978,부산광역시
2632055000,11116,2.42893127,부산광역시
2632056000,12011,2.08142536,부산광역시
2632056100,10765,2.043660009,부산광역시
2632057100,16664,9.661545847,부산광역시
2632057200,26504,5.055840628,부산광역시
2632057300,18670,3.106588109,부산광역시
2635000000,396438,4.046029896,부산광역시
2635051000,22426,4.236154464,부산광역시
2635052000,30613,5.128540163,부산광역시
2635052500,28855,5.233061861,부산광역시
2635053000,27743,4.541686191,부산광역시
2635054000,15944,5.331159057,부산광역시
2635055100,18104,3.314184711,부산광역시
2635055200,32065,4.677997817,부산광역시
2635055300,16150,3.777089783,부산광역시
2635055400,23142,3.629764065,부산광역시
2635056000,9916,4.53812021,부산광역시
2635057000,34538,4.458856911,부산광역시
2635058000,12677,2.91867161,부산광역시
2635059000,8559,1.285196869,부산광역시
2635059500,16083,5.347261083,부산광역시
2635061000,13816,2.316155182,부산광역시
2635062000,23270,1.246239794,부산광역시
2635065000,37812,4.337247435,부산광역시
2635066000,24725,3.114256825,부산광역시
2638000000,306003,3.813688101,부산광역시
2638051000,19535,3.634502176,부산광역시
2638052000,14022,3.137926116,부산광역시
2638053000,12474,3.928170595,부산광역시
2638054000,12258,3.263175069,부산광역시
2638055000,26557,2.598185036,부산광역시
2638056100,21531,3.390460267,부산광역시
2638056200,25356,3.943839722,부산광역시
2638057100,16925,5.199409158,부산광역시
2638057200,15747,5.778878517,부산광역시
2638058000,10720,3.917910448,부산광역시
2638059000,27335,3.914395464,부산광역시
2638060100,38840,3.141091658,부산광역시
2638060200,27296,3.443728019,부산광역시
2638061000,12900,10.07751938,부산광역시
