loc,총인구수,조출생률,구간별_데이터_개수
2714059000.0,14171.0,2.610966057,170
2714060000.0,14038.0,3.134349622,176
2714061500.0,4183.0,4.06406885,199
2714062000.0,21729.0,5.982787979,118
2714064000.0,14949.0,2.876446585,170
2714065500.0,15919.0,3.894717005,215
2714067000.0,18274.0,2.681405275,170
2714068500.0,15214.0,3.089259892,176
2714072000.0,43500.0,4.850574713,167
2714073000.0,11343.0,4.936965529,190
2714074200.0,21359.0,0.0,88
2714074700.0,29482.0,0.0,88
2714075500.0,18878.0,0.0,88
2714076000.0,17968.0,3.617542297,194
2717000000.0,170700.0,2.44288225,160
2717051000.0,8634.0,2.779708131,170
2717052500.0,10149.0,1.773573751,159
2717054000.0,16963.0,1.886458763,159
2717055000.0,9811.0,1.834675364,159
2717056500.0,9650.0,1.554404145,140
2717058000.0,10037.0,1.494470459,140
2717059000.0,6383.0,2.036659878,145
2717060000.0,7848.0,2.166156983,145
2717061000.0,11087.0,2.615676017,170
2717062000.0,7980.0,2.506265664,160
2717063000.0,8158.0,3.187055651,196
2717064000.0,10134.0,2.861653839,170
2717065000.0,18310.0,3.549972693,194
2717066000.0,1829.0,2.733734281,170
2717066100.0,5257.0,2.092448164,145
2717067500.0,20568.0,3.111629716,176
2717069500.0,7902.0,2.024803847,145
2720000000.0,146632.0,3.403077091,196
2720051500.0,12358.0,4.450558343,213
2720053000.0,9285.0,4.415724286,213
2720054000.0,12072.0,3.893306826,215
2720055000.0,17249.0,3.420488144,196
2720056000.0,11644.0,3.43524562,196
2720057100.0,10805.0,1.85099491,159
2720058600.0,11062.0,1.898390888,159
2720059000.0,11254.0,3.554291807,194
2720060000.0,7400.0,2.837837838,170
2720061000.0,9643.0,3.94068236,215
2720064000.0,16002.0,3.437070366,196
2720065000.0,9346.0,3.851915258,215
2720066000.0,8512.0,3.054511278,176
2723000000.0,440263.0,5.067425607,190
2723051000.0,4971.0,5.431502716,156
2723052600.0,23524.0,7.354191464,51
2723055000.0,4256.0,3.52443609,194
2723056000.0,19399.0,6.907572555,55
2723057000.0,20393.0,3.97195116,215
2723061000.0,9572.0,1.567070623,140
2723062000.0,11140.0,3.321364452,196
2723063000.0,9175.0,2.288828338,145
2723063100.0,8649.0,2.428026361,160
2723064500.0,18533.0,4.10079318,199
2723067100.0,7667.0,1.956436677,159
2723067200.0,28772.0,4.553037676,213
2723068000.0,6761.0,3.697677858,194
2723069500.0,36690.0,5.696375034,158
2723071500.0,37371.0,9.499344411,17
2723072500.0,22376.0,5.184125849,156
2723073500.0,25104.0,4.580943276,213
2723074500.0,36509.0,4.190747487,199
2723075000.0,17166.0,3.320517302,196
2723077000.0,26950.0,4.564007421,213
2723078000.0,29099.0,4.604969243,167
2723079000.0,12100.0,5.041322314,190
2723080000.0,24086.0,5.687951507,158
2726000000.0,424314.0,3.18867631,196
2726051000.0,16384.0,2.319335938,160
2726052000.0,16048.0,3.240279163,196
2726053000.0,16445.0,5.83764062,118
2726054000.0,18996.0,0.894925247,107
2726055000.0,23247.0,3.398287951,196
2726056000.0,11488.0,2.437325905,160
2726056100.0,20434.0,1.908583733,159
2726057000.0,18767.0,3.463526403,194
2726058000.0,12207.0,1.884164823,159
2726059000.0,15199.0,3.618659122,194
2726060100.0,24417.0,2.662079699,170
2726060200.0,11147.0,1.345653539,100
2726061000.0,11350.0,4.405286344,213
2726062000.0,16938.0,2.715786988,170
2726063000.0,12821.0,5.303798456,156
2726064000.0,14257.0,5.541137687,158
2726065100.0,22584.0,2.036840241,145
2726065200.0,19171.0,3.390537791,196
2726066100.0,11661.0,1.886630649,159
2726066200.0,17191.0,2.501308824,160
2726067000.0,31555.0,2.947234987,176
2726068000.0,27801.0,4.244451638,199
2726069000.0,34206.0,4.414430217,213
2729000000.0,558631.0,4.314117906,199
2729051500.0,24153.0,4.264480603,199
2729053500.0,14714.0,3.46608672,194
2729055000.0,8575.0,1.982507289,159
2729055500.0,27706.0,5.774922399,118
2729056300.0,14018.0,3.352832073,196
2729056800.0,17625.0,5.673758865,158
2729057100.0,31760.0,3.652392947,194
2729057200.0,29482.0,4.03636117,199
2729057600.0,23698.0,4.472951304,213
2729057700.0,16717.0,4.18735419,199
2729058500.0,31942.0,3.036754117,176
2729059000.0,22109.0,5.472884346,158
2729060100.0,43862.0,3.966987369,215
2729060200.0,16489.0,1.940687731,159
2729061500.0,76898.0,6.580145127,65
2729062400.0,39385.0,4.265583344,199
2729062500.0,20272.0,4.488950276,213
2729062600.0,11472.0,2.615062762,170
2729062800.0,36436.0,3.897244483,215
2729063000.0,19777.0,3.286646104,196
2729064000.0,18476.0,2.760337735,170
2729065000.0,13065.0,3.367776502,196
2771000000.0,259339.0,9.057642699,22
2771025000.0,48166.0,5.024290994,190
2771025300.0,4688.0,8.105802048,45
2771025400.0,13799.0,4.27567215,199
2771025600.0,50783.0,8.152334443,45
2771025700.0,38606.0,14.40190644,4
2771025900.0,29713.0,13.15922324,3
2771026200.0,25337.0,9.432845246,16
2771026500.0,23310.0,9.781209781,17
2771031000.0,7972.0,3.888610135,215
2771033000.0,3702.0,4.592112372,213
2771038000.0,13263.0,10.10329488,8
2800000000.0,2942828.0,5.518501251,158
2811000000.0,139729.0,5.711054971,158
2811052000.0,6315.0,1.90023753,159
2811053000.0,5283.0,3.217868635,196
2811054000.0,13329.0,4.726536124,167
2811056000.0,4043.0,2.720751917,170
2811057000.0,3374.0,2.667457024,170
2811058500.0,5928.0,1.349527665,100
2811060000.0,2871.0,3.134796238,176
2811061000.0,4535.0,0.882028666,107
2811062000.0,15724.0,3.625031799,194
2811062200.0,43447.0,11.18604276,7
2811062800.0,30776.0,3.769170782,215
2811063000.0,4104.0,1.461988304,140
2811400000.0,0.0,0.0,88
2811800000.0,0.0,0.0,88
2814000000.0,62542.0,3.597582425,194
2814051000.0,7151.0,5.873304433,118
2814052500.0,6229.0,1.444854712,140
2814053000.0,7855.0,2.54614895,160
2814055500.0,10704.0,5.698804185,158
2814057000.0,3749.0,1.867164577,159
2814058000.0,1686.0,3.558718861,194
2814059000.0,3005.0,0.665557404,82
2814060500.0,8008.0,3.371628372,196
2814061000.0,4301.0,5.115089514,190
2814063000.0,6761.0,3.845584973,215
2814064000.0,3093.0,0.969932105,107
2817700000.0,404343.0,5.079845577,190
2817751000.0,14733.0,7.534107106,35
2817752000.0,14380.0,9.318497914,16
2817753000.0,16582.0,5.186346641,156
2817754000.0,17170.0,2.096680256,145
2817755000.0,17940.0,7.357859532,51
2817756000.0,7546.0,2.385369732,160
2817757000.0,48192.0,5.166832669,190
2817758000.0,31174.0,3.78520562,215
2817759000.0,19016.0,4.154396298,199
2817760000.0,23335.0,6.770944933,78
2817761000.0,30289.0,5.249430486,156
2817762000.0,20666.0,8.177683151,45
2817763000.0,16747.0,4.299277483,199
2817764000.0,9003.0,3.554370765,194
2817765000.0,14014.0,3.068360211,176
2817766000.0,17434.0,3.843065275,215
2817767000.0,22460.0,7.079252004,55
2817768000.0,12911.0,3.407946712,196
2817769000.0,21452.0,3.869103114,215
2817770000.0,15523.0,3.54312955,194
2817771000.0,13776.0,3.629500581,194
2818500000.0,387450.0,6.529874823,65
2818563000.0,19766.0,4.502681372,213
2818564000.0,20915.0,4.494382022,213
2818575000.0,17325.0,3.520923521,194
2818576100.0,20129.0,3.626608376,194
2818576200.0,21524.0,6.457907452,65
2818576300.0,16684.0,5.274514505,156
2818576600.0,25283.0,3.599256417,194
2818578000.0,25891.0,8.458537716,23
2818579000.0,18668.0,6.910220699,55
2818579500.0,18860.0,2.173913043,145
2818582000.0,37487.0,5.06842372,190
2818583000.0,36653.0,4.801789758,167
2818584000.0,48748.0,11.20045951,7
2818585000.0,24820.0,20.46736503,1
2818586000.0,34697.0,0.0,88
2820000000.0,525354.0,5.518183929,158
2820051000.0,31981.0,5.659610394,158
2820052000.0,35836.0,5.887933921,118
2820052100.0,28734.0,5.707524187,158
2820052200.0,15092.0,3.114232706,176
2820053000.0,22637.0,5.256880329,156
2820054000.0,22266.0,4.221683284,199
2820055000.0,28289.0,5.090317791,190
2820055100.0,29266.0,5.364586893,156
2820056000.0,17516.0,5.195250057,156
2820057000.0,24770.0,5.04642713,190
2820058000.0,17961.0,4.398418796,213
2820058100.0,21563.0,6.12159718,82
2820058200.0,15663.0,3.639149588,194
2820058300.0,24923.0,4.694458934,167
2820065000.0,20410.0,4.801567859,167
2820065500.0,39909.0,9.020521687,22
2820066000.0,21287.0,4.227932541,199
2820069000.0,32331.0,6.742754632,78
2820070000.0,32894.0,6.292940962,82
2820071000.0,42026.0,4.949317089,190
2823700000.0,494962.0,4.92158994,190
2823751000.0,37397.0,6.658288098,78
2823752000.0,16277.0,5.037783375,190
2823753000.0,13143.0,4.48908164,213
2823754000.0,36696.0,6.567473294,65
2823755000.0,33278.0,7.151872108,55
2823756000.0,14668.0,4.840469048,167
2823757000.0,13348.0,3.146538807,176
2823758000.0,31993.0,4.157159379,199
2823758100.0,22460.0,3.383793411,196
2823758200.0,18096.0,4.531388152,213
2823759100.0,6967.0,3.157743649,176
2823759200.0,35013.0,6.42618456,65
2823764100.0,16594.0,4.158129444,199
2823764200.0,19381.0,5.520870956,158
2823764600.0,34432.0,4.443540892,213
2823764800.0,29409.0,3.536332415,194
2823765000.0,16627.0,3.428159018,196
2823766000.0,17796.0,4.383007417,213
2823766100.0,32025.0,4.590163934,213
2823767000.0,12877.0,5.901995806,118
2823768000.0,12867.0,3.65275511,194
2823769000.0,23618.0,3.30256584,196
2824500000.0,296750.0,4.336983993,213
2824560100.0,25188.0,3.01730983,176
2824560200.0,29940.0,3.874415498,215
2824561100.0,19909.0,3.41554071,196
2824561200.0,16115.0,3.599131244,194
2824561300.0,19893.0,4.624742372,167
2824561400.0,23671.0,3.252925521,196
2824562100.0,28553.0,4.447868875,213
2824562200.0,20280.0,3.698224852,194
2824564000.0,31300.0,4.888178914,167
2824571000.0,21432.0,5.179171333,190
2824572000.0,34315.0,5.158094128,190
2824573000.0,26154.0,6.002905865,118
2826000000.0,542040.0,6.669249502,78
2826051500.0,45777.0,7.62391594,35
2826053000.0,41389.0,4.614752712,167
2826053600.0,31412.0,10.85572393,11
2826053700.0,48926.0,8.523075665,23
2826053900.0,30437.0,11.17061471,7
2826054200.0,28304.0,9.397964952,16
2826054300.0,6637.0,5.574807895,158
2826054400.0,9804.0,4.283965728,199
2826055000.0,22742.0,3.913464075,215
2826056000.0,13415.0,3.801714499,215
2826056100.0,14195.0,3.240577668,196
2826057500.0,32203.0,6.024283452,118
2826058000.0,12251.0,3.101787609,176
2826059000.0,20441.0,5.381341422,156
2826060000.0,16555.0,4.167925098,199
2826061000.0,10865.0,8.283479061,45
2826068000.0,33016.0,6.299975769,82
2826069000.0,22826.0,4.906685359,190
2826070000.0,24579.0,6.306196346,82
2826071000.0,28339.0,7.55143089,35
2826072000.0,24733.0,5.013544657,190
2826073000.0,23194.0,5.691127016,158
2826500000.0,0.0,0.0,88
2871000000.0,69203.0,4.537375547,213
2871025000.0,22707.0,6.07742106,82
2871031000.0,7850.0,3.312101911,196
2871032000.0,4903.0,3.875178462,215
2871033000.0,7043.0,3.975578589,215
2871034000.0,4507.0,3.328156201,196
2871035000.0,4243.0,3.063869903,176
2871036000.0,3069.0,5.865102639,118
2871037000.0,4037.0,3.715630419,194
2871038000.0,1861.0,3.761418592,215
2871039000.0,3215.0,4.976671851,190
2871040000.0,2901.0,3.791795932,215
2871041000.0,2223.0,2.699055331,170
2871042000.0,377.0,2.652519894,170
2871042500.0,267.0,3.745318352,215
2872000000.0,20455.0,4.008799804,215
2872031000.0,1163.0,3.439380911,196
2872031500.0,989.0,1.011122346,107
2872033000.0,5238.0,6.872852234,78
2872034000.0,1236.0,4.045307443,199
2872034500.0,229.0,4.366812227,213
2872035000.0,1892.0,1.057082452,107
2872036000.0,6377.0,2.979457425,176
2872037000.0,932.0,3.21888412,196
2872037500.0,379.0,0.0,88
2872038000.0,2020.0,5.445544554,156
2900000000.0,1450062.0,5.110126326,190
2911000000.0,102897.0,4.839791248,167
2911052500.0,4546.0,1.319841619,100
2911054500.0,3873.0,2.065582236,145
2911056000.0,10323.0,2.51864768,160
2911057000.0,7859.0,4.835220766,167
2911059000.0,8850.0,5.423728814,156
2911060000.0,10401.0,3.461205653,194
2911062000.0,4412.0,1.586582049,140
2911063000.0,4745.0,1.475237092,140
2911065500.0,3230.0,1.857585139,159
2911068500.0,8167.0,9.550630587,17
2911071000.0,11897.0,2.605698916,170
2911073000.0,8000.0,6.25,82
2911074000.0,16594.0,9.461251055,16
2914000000.0,296576.0,4.646363833,167
2914057500.0,4015.0,2.739726027,170
2914059000.0,4765.0,6.29590766,82
2914065000.0,11071.0,6.051847168,82
2914066000.0,5125.0,4.097560976,199
2914073000.0,8639.0,5.208936219,156
2914074000.0,10770.0,5.571030641,158
2914074500.0,30602.0,5.653225279,158
2914075100.0,25076.0,5.662785133,158
2914075200.0,24062.0,3.490981631,194
2914076000.0,15838.0,5.366839247,156
2914077000.0,20945.0,6.636428742,78
2914078000.0,10317.0,3.683241252,194
2914079000.0,15833.0,3.284279669,196
2914080000.0,5944.0,3.36473755,196
2914082100.0,20570.0,2.916869227,176
2914082400.0,29122.0,4.223611016,199
2914083000.0,37513.0,4.691706875,167
2914084000.0,16369.0,3.176736514,196
2915500000.0,214579.0,4.571742808,213
2915551000.0,7325.0,3.003412969,176
2915552000.0,7031.0,5.404636609,156
2915553000.0,9156.0,4.150283967,199
2915553700.0,14041.0,3.347339933,196
2915553800.0,29218.0,4.038606339,199
2915554500.0,5418.0,4.060538944,199
2915560500.0,7488.0,3.605769231,194
2915563000.0,8850.0,2.033898305,145
2915564000.0,6555.0,1.525553013,140
2915567000.0,12542.0,4.544729708,213
2915568000.0,6345.0,5.988967691,118
2915569000.0,19554.0,4.653779278,167
2915570000.0,8368.0,3.824091778,215
2915571000.0,46125.0,3.620596206,194
2915572000.0,20347.0,11.54961419,7
2915573000.0,6216.0,3.378378378,196
2917000000.0,430431.0,5.141358313,190
2917051000.0,5040.0,8.73015873,19
2917052000.0,6867.0,1.747487986,159
2917053000.0,4905.0,3.261977574,196
2917055500.0,3273.0,3.055300947,176
2917057000.0,7943.0,6.04305678,118
2917058000.0,11842.0,3.800033778,215
2917059000.0,38683.0,4.162035002,199
2917060100.0,19487.0,4.567147329,213
2917060200.0,12410.0,3.626107977,194
2917060300.0,13180.0,5.083459788,190
2917061500.0,23770.0,7.530500631,35
2917062000.0,10714.0,1.586708979,140
2917063500.0,6017.0,6.647831145,78
2917065000.0,19028.0,6.779482867,78
2917065600.0,16450.0,3.404255319,196
2917065700.0,16237.0,4.495904416,213
2917066100.0,7961.0,2.637859565,170
2917066200.0,16456.0,3.889158969,215
2917066300.0,13908.0,2.588438309,160
2917066600.0,14390.0,4.794996525,167
2917066900.0,30499.0,3.901767271,215
2917067300.0,14126.0,5.167775733,190
2917067600.0,11350.0,2.995594714,176
2917067700.0,12728.0,2.828409805,170
2917068500.0,2671.0,3.369524523,196
2917069500.0,22605.0,15.61601416,1
2917069600.0,38182.0,6.783301032,78
2917069700.0,29709.0,0.0,88
2920000000.0,405579.0,5.769529487,118
2920051500.0,11177.0,4.294533417,199
2920052500.0,6641.0,7.528986598,35
2920054000.0,15817.0,6.954542581,55
2920055000.0,4725.0,4.867724868,167
2920056500.0,32945.0,7.922294734,41
2920058000.0,27596.0,7.53732425,35
2920060000.0,11366.0,3.695231392,194
2920061000.0,16260.0,3.874538745,215
2920062000.0,7295.0,6.44276902,65
2920062400.0,27653.0,5.13506672,190
2920062600.0,43947.0,5.552142353,158
2920063000.0,19144.0,4.85791893,167
2920063500.0,31621.0,5.629170488,158
2920063700.0,78158.0,5.245784181,156
2920064000.0,23400.0,7.35042735,51
2920065000.0,2140.0,0.934579439,107
2920066000.0,1932.0,1.035196687,107
2920067000.0,4122.0,3.39640951,196
2920068000.0,2278.0,0.0,88
2920069000.0,2065.0,0.484261501,45
2920070000.0,35297.0,6.516134516,65
3000000000.0,1463882.0,5.185527249,156
3011000000.0,223021.0,4.362817851,213
3011051500.0,4963.0,2.014910336,145
3011053000.0,25338.0,4.972768174,190
3011054500.0,12322.0,6.979386463,55
3011055100.0,12503.0,7.518195633,35
3011055200.0,8811.0,1.475428442,140
3011056000.0,18610.0,2.632993015,170
3011058500.0,15175.0,7.314662273,51
3011059000.0,10582.0,2.92950293,176
3011062000.0,13994.0,3.001286266,176
3011063000.0,18475.0,3.680649526,194
3011064000.0,20607.0,4.464502354,213
3011066500.0,12341.0,5.185965481,156
3011067000.0,11051.0,4.162519229,199
3011069500.0,14590.0,3.427004798,196
3011072500.0,2491.0,1.204335608,100
3011074000.0,21168.0,4.157218443,199
3014000000.0,235550.0,3.969433241,215
3014053500.0,16161.0,5.259575521,156
3014055000.0,14737.0,4.614236276,167
3014056000.0,13385.0,4.258498319,199
3014057500.0,14132.0,4.457967733,213
3014060500.0,4766.0,2.098195552,145
3014062000.0,15910.0,2.388434947,160
3014063000.0,5470.0,3.65630713,194
3014064000.0,6780.0,2.949852507,176
3014065500.0,9679.0,4.029341874,199
3014067000.0,10431.0,5.176876618,190
3014068000.0,13607.0,4.042037187,199
3014069000.0,26297.0,3.57455223,194
3014070000.0,6673.0,5.394874869,156
3014071000.0,13898.0,4.89279033,190
3014072000.0,22851.0,3.807273205,215
3014073000.0,12906.0,2.86688362,170
3014074000.0,27867.0,3.732012775,194
3017000000.0,477880.0,5.453251862,156
3017051000.0,22836.0,5.21107024,156
3017052000.0,15187.0,3.226443669,196
3017053000.0,17690.0,3.278688525,196
3017053500.0,16564.0,3.924172905,215
3017054000.0,16221.0,4.438690586,213
3017055000.0,12554.0,4.779353194,167
3017055500.0,27445.0,4.663873201,167
3017056000.0,19265.0,5.606021282,158
3017057000.0,12302.0,3.901804585,215
3017057500.0,24010.0,4.498125781,213
3017058100.0,21763.0,4.135459266,199
3017058200.0,25147.0,5.766095359,118
3017058600.0,11121.0,3.416958907,196
3017058700.0,15108.0,3.375694996,196
3017058800.0,21899.0,5.023060414,190
3017059000.0,41464.0,8.006945784,41
3017059600.0,15799.0,7.21564656,51
3017059700.0,50798.0,9.291704398,16
3017060000.0,3816.0,0.262054507,88
3017063000.0,17199.0,2.325716611,160
3017064000.0,36523.0,6.872381787,78
3017065000.0,13005.0,6.843521722,78
3017066000.0,20164.0,2.87641341,170
3020000000.0,351047.0,6.751232741,78
3020052000.0,35106.0,5.326724776,156
3020053000.0,34820.0,6.031016657,118
3020054000.0,40180.0,6.545545047,65
3020054600.0,22203.0,6.800882764,78
3020054700.0,24850.0,6.116700201,82
3020054800.0,37832.0,8.167688729,45
3020055000.0,25858.0,8.275968752,45
3020057000.0,27203.0,7.278608977,51
3020058000.0,27835.0,6.754086582,78
3020060000.0,29057.0,4.955776577,190
3020061000.0,46103.0,7.678459102,35
3023000000.0,176384.0,4.008300073,215
3023051000.0,14775.0,3.181049069,196
3023052000.0,7180.0,3.203342618,196
3023052500.0,12782.0,2.972930684,176
3023053300.0,16671.0,3.119189011,176
3023054300.0,27921.0,4.333655671,213
3023054600.0,19594.0,2.960089823,176
3023055000.0,11053.0,2.623722066,170
3023056000.0,16475.0,8.13353566,45
3023057000.0,13686.0,5.333917872,156
3023058000.0,6683.0,4.93790214,190
3023060000.0,13076.0,2.982563475,176
3023061000.0,16488.0,3.639010189,194
3100000000.0,1136017.0,5.907482018,118
3111000000.0,217595.0,4.453227326,213
3111051000.0,10414.0,2.880737469,176
3111052000.0,17313.0,5.371686016,156
3111053000.0,8842.0,3.27980095,196
3111054000.0,4810.0,4.573804574,213
3111055000.0,11382.0,6.325777543,82
3111058500.0,13296.0,3.008423586,176
3111059000.0,19348.0,4.961753153,190
3111060000.0,33809.0,5.294448224,156
3111061000.0,23196.0,2.802207277,170
3111062000.0,22544.0,2.617104329,170
3111063000.0,20522.0,5.408829549,156
3111064000.0,10960.0,6.660583942,78
3111065000.0,21159.0,4.726121272,167
3114000000.0,320064.0,5.348930214,156
3114051000.0,19117.0,3.923209709,215
3114052000.0,24772.0,5.005651542,190
3114053000.0,16361.0,5.806491046,118
3114054000.0,21448.0,5.548302872,158
3114055000.0,8855.0,4.743083004,167
3114056000.0,27340.0,5.010972933,190
3114057000.0,48826.0,5.55032155,158
3114058500.0,20841.0,3.45472866,194
3114059500.0,32325.0,4.856921887,167
3114060000.0,26716.0,4.566551879,213
3114062500.0,30503.0,7.769727568,35
3114063500.0,16986.0,6.711409396,78
3114064000.0,14588.0,7.129147244,55
3114067000.0,11386.0,3.776567715,215
3117000000.0,156806.0,5.25490096,156
3117051000.0,40288.0,5.013899921,190
3117052000.0,5797.0,2.242539244,145
3117053000.0,19996.0,5.951190238,118
3117054000.0,11822.0,4.229402808,199
3117055000.0,15071.0,4.711034437,167
3117056000.0,20942.0,5.204851495,156
3117058000.0,8927.0,3.584630895,194
3117059000.0,21652.0,7.805283577,41
3117060000.0,12311.0,4.792462026,167
3120000000.0,219014.0,8.442382679,23
3120051000.0,37470.0,8.273285295,45
3120052000.0,40329.0,9.174539413,22
3120053000.0,39096.0,4.066912216,199
3120054000.0,16634.0,12.20391968,4
3120056000.0,29904.0,9.898341359,19
3120057000.0,35440.0,10.58126411,9
3120058000.0,10063.0,8.347411309,23
3120059000.0,10078.0,5.159753919,190
3171000000.0,222538.0,6.097834976,82
3171025000.0,20372.0,5.203220106,156
3171025300.0,28540.0,5.711282411,158
3171025600.0,28688.0,7.320133854,51
3171025900.0,70703.0,5.954485665,118
3171026200.0,19443.0,11.05796431,7
3171026500.0,21524.0,0.0,88
3171031000.0,8401.0,4.285204142,199
3171034000.0,7731.0,2.716336826,170
3171036000.0,4229.0,4.019862852,215
3171037000.0,3140.0,1.592356688,140
3171038000.0,7953.0,1.886080724,159
3171040000.0,1814.0,4.961411246,190
3600000000.0,355831.0,9.836130073,19
3611000000.0,355831.0,9.836130073,19
3611025000.0,43100.0,5.777262181,118
3611031000.0,2729.0,2.198607549,145
3611032000.0,3160.0,2.53164557,160
3611033000.0,6245.0,3.522818255,194
3611034000.0,8865.0,4.060913706,199
3611035000.0,6703.0,3.431299418,196
3611036000.0,7481.0,4.01015907,215
3611037000.0,5686.0,1.582835033,140
3611038000.0,3578.0,1.956400224,159
3611039000.0,2442.0,2.047502048,145
3611051000.0,19233.0,7.955077211,41
3611051500.0,29430.0,20.28542304,1
3611052000.0,39495.0,7.41866059,51
3611053000.0,23562.0,8.233596469,45
3611054000.0,29568.0,10.85633117,11
3611055000.0,34431.0,11.93691731,6
3611055500.0,32423.0,16.28473614,1
3611056000.0,19397.0,13.1979172,3
3611057000.0,10973.0,17.13296273,1
3611058000.0,27330.0,0.0,88
4100000000.0,13427014.0,5.852902216,118
4111000000.0,1186078.0,5.832668678,118
4111100000.0,273661.0,4.227858555,199
4111156000.0,23611.0,4.065901487,199
4111156600.0,43147.0,5.029318377,190
4111157100.0,29813.0,4.461141113,213
4111157200.0,30060.0,4.757152362,167
4111157300.0,42795.0,3.575184017,194
4111158000.0,20340.0,3.4906588,194
4111159100.0,19673.0,4.981446653,190
4111159700.0,28771.0,3.684265406,194
4111159800.0,19137.0,4.546167111,213
4111160000.0,16314.0,3.248743411,196
4111300000.0,368645.0,6.344857519,65
4111352000.0,10438.0,7.568499713,35
4111353000.0,23656.0,3.931349341,215
4111354000.0,19309.0,3.935988399,215
4111355000.0,41043.0,5.774431694,118
4111356000.0,38247.0,4.732397312,167
4111365000.0,24793.0,4.436736176,213
4111366200.0,45833.0,6.741867214,78
4111366400.0,46514.0,10.62045836,9
4111367000.0,24858.0,5.390618714,156
4111368000.0,49547.0,7.568571256,35
4111369000.0,27498.0,5.673139865,158
4111370000.0,16909.0,5.618309776,158
4111500000.0,174930.0,4.178814383,199
4111565000.0,5988.0,4.843019372,167
4111566000.0,10677.0,4.682963379,167
4111567000.0,9191.0,2.067239691,145
4111568000.0,23268.0,3.953928142,215
4111569000.0,26802.0,5.223490784,156
4111570000.0,11306.0,2.741906952,170
4111571000.0,20471.0,3.761418592,215
4111572000.0,17242.0,4.75582879,167
4111573000.0,39069.0,4.556041875,213
4111574000.0,10916.0,3.023085379,176
4111700000.0,368842.0,7.295806877,51
4111751000.0,18335.0,4.581401691,213
4111752000.0,15162.0,3.693444137,194
4111753000.0,36279.0,4.465393203,213
4111754000.0,22021.0,4.768175832,167
4111755000.0,39135.0,9.045611345,22
4111757000.0,35948.0,8.206297986,45
4111758000.0,26744.0,12.90008974,2
4111758500.0,32908.0,5.621733317,158
4111759300.0,31693.0,6.121225507,82
4111759600.0,28355.0,11.10915183,7
4111760000.0,53205.0,6.258810262,82
4111761000.0,29057.0,9.051175276,22
4113000000.0,940064.0,5.531538278,158
4113100000.0,241701.0,5.366134191,156
4113151000.0,13510.0,2.9607698,176
4113152000.0,20144.0,4.765687053,167
4113153000.0,11265.0,3.728362184,194
4113154000.0,15550.0,3.408360129,196
4113155000.0,15712.0,4.073319756,199
4113156000.0,13556.0,3.614635586,194
4113156100.0,13539.0,3.545313539,194
4113157000.0,12595.0,2.858277094,170
4113158000.0,16110.0,4.220980757,199
4113159000.0,15836.0,5.051780753,190
4113160000.0,10691.0,4.209147881,199
4113161000.0,9992.0,2.902321857,176
4113162000.0,11123.0,10.78845635,11
4113162500.0,45425.0,8.233351679,45
4113163000.0,4782.0,9.410288582,16
4113164000.0,8607.0,9.527129081,17
4113165000.0,3264.0,7.965686275,41
4113300000.0,216131.0,5.154281431,190
4113351000.0,33921.0,5.807611804,118
4113352500.0,14064.0,5.332764505,156
4113353000.0,7029.0,5.690709916,158
4113354000.0,24649.0,4.219238103,199
4113355000.0,10665.0,3.187998125,196
4113356000.0,24562.0,3.989903102,215
4113357000.0,25874.0,6.377058051,65
4113358000.0,13794.0,2.537335073,160
4113359000.0,12571.0,3.738763821,194
4113366000.0,21179.0,5.524340148,158
4113367000.0,27823.0,7.260180426,51
4113500000.0,482232.0,5.783523283,118
4113551000.0,26445.0,4.651162791,167
4113552000.0,18124.0,4.138159347,199
4113553000.0,10690.0,2.432179607,160
4113554000.0,14012.0,2.711961176,170
4113554500.0,19721.0,8.721667258,19
4113555000.0,31031.0,4.189359028,199
4113556000.0,15954.0,8.9632694,22
4113557000.0,15555.0,6.043072967,118
4113558000.0,32363.0,4.974816921,190
4113559000.0,18784.0,6.122231687,82
4113560000.0,25960.0,6.702619414,78
4113561000.0,13759.0,3.779344429,215
4113562000.0,17660.0,6.681766704,78
4113563000.0,16847.0,5.045408678,190
4113564000.0,29151.0,8.335906144,45
4113565000.0,23932.0,5.849908073,118
4113565500.0,24930.0,5.134376254,190
4113565700.0,27710.0,4.83579935,167
4113566200.0,28820.0,6.072172103,82
4113566500.0,17792.0,6.96942446,55
4113567000.0,31413.0,5.634609875,158
4113568000.0,21579.0,7.507298763,35
4115000000.0,461710.0,4.990145329,190
4115051000.0,31550.0,3.771790808,215
4115052000.0,31280.0,5.147058824,190
4115054500.0,36246.0,5.104011477,190
4115055500.0,35257.0,4.226111127,199
4115056100.0,20688.0,4.302010828,199
4115056700.0,43940.0,4.210286755,199
4115056800.0,48211.0,3.505424073,194
4115057300.0,39625.0,4.94637224,190
4115057600.0,33781.0,5.121221989,190
4115057800.0,46531.0,9.520534697,17
4115058000.0,27135.0,4.569743873,213
4115059500.0,26125.0,4.899521531,190
4115061500.0,19148.0,4.595780238,213
4115062000.0,22193.0,4.235569774,199
4117000000.0,550027.0,6.050612061,82
4117100000.0,239413.0,5.805866849,118
4117151000.0,12728.0,6.992457574,55
4117152000.0,21854.0,6.131600622,82
4117153000.0,16800.0,4.523809524,213
4117154000.0,7275.0,3.298969072,196
4117155000.0,10693.0,5.42410923,156
4117156000.0,21078.0,5.645696935,158
