loc,총인구수,조출생률
1100000000.0,9765623.0,6.098228449
1111000000.0,153065.0,4.488289289
1111051500.0,13045.0,5.825986968
1111053000.0,9546.0,4.504504505
1111054000.0,2836.0,3.878702398
1111055000.0,10149.0,3.744211252
1111056000.0,18951.0,4.854625086
1111057000.0,8215.0,1.947656726
1111058000.0,10701.0,9.344921035
1111060000.0,4429.0,4.741476631
1111061500.0,7420.0,2.69541779
1111063000.0,5225.0,2.296650718
1111064000.0,8083.0,3.958926141
1111065000.0,17083.0,2.517122285
1111067000.0,5364.0,3.728560776
1111068000.0,8780.0,4.783599089
1111069000.0,7254.0,8.547008547
1111070000.0,6376.0,4.548306148
1111071000.0,9608.0,3.122398002
1114000000.0,125725.0,5.941539073
1114052000.0,2033.0,8.362026562
1114054000.0,5337.0,2.997938917
1114055000.0,2839.0,4.931313843
1114057000.0,4003.0,4.99625281
1114058000.0,4722.0,5.294366794
1114059000.0,4929.0,1.420166362
1114060500.0,1716.0,2.913752914
1114061500.0,7716.0,4.536029031
1114062500.0,14600.0,3.630136986
1114063500.0,17756.0,6.589321919
1114064500.0,14652.0,6.825006825
1114065000.0,9358.0,5.449882454
1114066500.0,11043.0,5.52386127
1114067000.0,12373.0,7.516366281
1114068000.0,12648.0,10.51549652
1117000000.0,228999.0,6.052428177
1117051000.0,18144.0,4.574514991
1117052000.0,10689.0,5.519693142
1117053000.0,7821.0,4.34727017
1117055500.0,20105.0,4.476498383
1117056000.0,15421.0,9.726995655
1117057000.0,14912.0,6.571888412
1117058000.0,8944.0,7.379248658
1117059000.0,12625.0,6.811881188
1117062500.0,17667.0,5.886681383
1117063000.0,28302.0,6.783972864
1117064000.0,8990.0,10.567297
1117065000.0,7042.0,5.538199375
1117066000.0,9463.0,5.072387192
1117068500.0,20514.0,5.898410841
1117069000.0,13502.0,4.740038513
1117070000.0,14858.0,3.836317136
1120000000.0,308221.0,7.702265582
1120052000.0,17748.0,9.015100293
1120053500.0,27345.0,9.252148473
1120054000.0,23446.0,6.184423782
1120055000.0,11624.0,3.699242946
1120056000.0,16238.0,5.111466929
1120057000.0,24986.0,8.324661811
1120058000.0,16340.0,6.364749082
1120059000.0,16087.0,8.018897246
1120061500.0,24271.0,9.682336945
1120062000.0,15345.0,10.23134572
1120064500.0,27245.0,11.01119471
1120065000.0,17242.0,8.989676372
1120066000.0,15332.0,6.717975476
1120067000.0,17580.0,5.574516496
1120069000.0,11556.0,6.922810661
1120072000.0,11267.0,4.881512381
1120079000.0,14569.0,4.530166793
1121500000.0,355559.0,6.350563479
1121571000.0,21441.0,2.751737326
1121573000.0,19935.0,5.818911462
1121574000.0,16043.0,8.664214922
1121575000.0,22327.0,7.5693107
1121576000.0,17604.0,6.134969325
1121577000.0,30782.0,7.179520499
1121578000.0,11558.0,8.305935283
1121581000.0,36139.0,4.37200808
1121582000.0,23295.0,5.666452028
1121583000.0,27038.0,6.361417265
1121584000.0,29811.0,7.514004898
1121584700.0,19360.0,5.526859504
1121585000.0,22517.0,7.372207665
1121586000.0,27558.0,6.930836781
1121587000.0,30151.0,6.633279162
1123000000.0,348052.0,5.513543953
1123053600.0,30452.0,5.08997767
1123054500.0,25099.0,4.8209092
1123056000.0,30459.0,6.172231524
1123057000.0,19946.0,5.615160935
1123060000.0,29048.0,8.778573396
1123061000.0,28670.0,5.301709104
1123065000.0,38588.0,6.789675547
1123066000.0,31368.0,6.057128284
1123070500.0,21838.0,3.29700522
1123071000.0,10356.0,4.15218231
1123072000.0,12932.0,5.258274049
1123073000.0,24561.0,4.763649689
1123074000.0,23287.0,3.521277966
1123075000.0,21448.0,4.755688176
1126000000.0,403209.0,6.20273853
1126052000.0,26112.0,5.246629902
1126054000.0,20422.0,6.463617667
1126055000.0,9951.0,7.235453723
1126056500.0,35747.0,6.741824489
1126057000.0,21960.0,5.646630237
1126057500.0,26663.0,5.438247759
1126058000.0,25466.0,6.754103511
1126059000.0,18921.0,7.39918609
1126060000.0,20848.0,7.962394474
1126061000.0,28044.0,4.885180431
1126062000.0,36069.0,6.404391583
1126063000.0,20111.0,7.160260554
1126065500.0,31433.0,6.012789107
1126066000.0,18031.0,5.32416394
1126068000.0,41126.0,4.887419151
1126069000.0,22305.0,7.800941493
1129000000.0,435868.0,5.299769655
1129052500.0,17363.0,4.0891551
1129055500.0,26409.0,4.240978454
1129057500.0,15539.0,4.118669155
1129058000.0,16296.0,6.566028473
1129059000.0,25172.0,5.44255522
1129060000.0,15179.0,3.886949074
1129061000.0,16725.0,7.832585949
1129062000.0,18058.0,6.756008417
1129063000.0,24026.0,6.368101224
1129064000.0,15869.0,5.986514588
1129065000.0,26817.0,5.891785062
1129066000.0,37637.0,6.350134176
1129068500.0,11643.0,4.895645452
1129070500.0,40931.0,5.3260365
1129071500.0,27628.0,5.139713334
1129072500.0,20118.0,5.368326871
1129076000.0,21020.0,4.04376784
1129077000.0,14795.0,3.987833728
1129078000.0,11490.0,4.177545692
1129081000.0,33153.0,4.373661509
1130500000.0,319164.0,4.442856964
1130553400.0,26379.0,4.852344668
1130553500.0,22707.0,4.668164002
1130554500.0,28967.0,3.86646874
1130555500.0,29023.0,4.238018124
1130557500.0,33387.0,4.672477312
1130559000.0,19572.0,4.649499285
1130560000.0,17381.0,4.487658938
1130560600.0,18889.0,4.394091799
1130561000.0,22065.0,3.942895989
1130562000.0,22379.0,4.155681666
1130563000.0,23863.0,5.112517286
1130564500.0,21760.0,5.009191176
1130566000.0,32792.0,3.964381556
1132000000.0,339413.0,5.176584279
1132051100.0,26571.0,6.021602499
1132051200.0,31074.0,6.854605136
1132051300.0,15050.0,5.182724252
1132051400.0,28379.0,5.63797174
1132051500.0,25927.0,5.901184094
1132052100.0,22686.0,3.746804196
1132052200.0,28903.0,6.020136318
1132066000.0,22185.0,5.318909173
1132067000.0,20387.0,5.199391769
1132068000.0,17234.0,4.874086109
1132068100.0,20053.0,2.992071012
1132069000.0,30255.0,3.933234176
1132070000.0,21440.0,4.570895522
1132071000.0,29269.0,5.090710308
1135000000.0,543752.0,5.353543527
1135056000.0,23575.0,4.79321315
1135057000.0,26541.0,5.726988433
1135058000.0,32309.0,8.356804606
1135059500.0,38939.0,5.726906187
1135060000.0,41026.0,5.338078292
1135061100.0,29377.0,3.165741907
1135061200.0,23792.0,4.707464694
1135061900.0,26780.0,1.829723674
1135062100.0,28265.0,1.55669556
1135062400.0,21758.0,4.136409596
1135062500.0,37627.0,5.873441943
1135063000.0,40844.0,4.970130252
1135064000.0,21447.0,3.683498858
1135066500.0,26476.0,2.681673969
1135067000.0,26084.0,3.680417114
1135069500.0,35315.0,7.135777998
1135070000.0,24374.0,14.64675474
1135071000.0,22264.0,6.243262666
1135072000.0,16959.0,7.547614836
1138000000.0,483197.0,5.699538697
1138051000.0,34500.0,5.652173913
1138052000.0,41260.0,6.349975763
1138053000.0,29612.0,5.707145752
1138055100.0,24899.0,4.538334873
1138055200.0,30301.0,6.798455497
1138056000.0,33894.0,5.192659468
1138057000.0,32186.0,5.654632449
1138058000.0,25882.0,5.563712232
1138059000.0,20878.0,8.38202893
1138060000.0,26079.0,4.064573028
1138062500.0,49208.0,6.726548529
1138063100.0,28693.0,5.750531489
1138063200.0,22086.0,5.478583718
1138064000.0,16297.0,4.417991041
1138065000.0,11169.0,5.551078879
1138069000.0,56253.0,4.888628162
1141000000.0,310313.0,5.462226848
1141052000.0,18787.0,7.185819982
1141055500.0,17393.0,9.889035819
1141056500.0,17857.0,3.864030912
1141058500.0,18522.0,4.967066192
1141061500.0,37352.0,4.176483187
1141062000.0,22831.0,5.913013009
1141064000.0,16449.0,4.316371816
1141065500.0,14814.0,5.467800729
1141066000.0,23814.0,4.325186865
1141068500.0,28321.0,4.272448007
1141069000.0,16811.0,8.803759443
1141070000.0,24291.0,4.199086081
1141071000.0,19150.0,7.101827676
1141072000.0,33921.0,5.129565756
1144000000.0,375077.0,6.945240577
1144055500.0,25021.0,13.78841773
1144056500.0,39740.0,7.32259688
1144058500.0,22557.0,8.733430864
1144059000.0,22081.0,8.423531543
1144060000.0,11755.0,3.317737133
1144061000.0,12088.0,5.37723362
1144063000.0,21305.0,6.665102089
1144065500.0,24786.0,6.293875575
1144066000.0,24559.0,5.089783786
1144068000.0,19145.0,7.31261426
1144069000.0,21760.0,5.606617647
1144070000.0,19453.0,6.528556007
1144071000.0,16315.0,6.251915415
1144072000.0,20046.0,4.988526389
1144073000.0,41478.0,7.473841555
1144074000.0,32988.0,4.789620468
1147000000.0,464185.0,5.278068012
1147051000.0,32286.0,5.079601065
1147052000.0,31504.0,8.379888268
1147053000.0,23045.0,7.029724452
1147054000.0,27091.0,4.134214315
1147055000.0,43336.0,3.322872439
1147056000.0,22026.0,4.449287206
1147057000.0,22656.0,6.532485876
1147058000.0,16934.0,5.137593008
1147059000.0,19222.0,5.878680678
1147060000.0,15611.0,7.55877266
1147061000.0,6780.0,3.392330383
1147061100.0,22193.0,5.316991844
1147062000.0,21492.0,4.141075749
1147063000.0,20869.0,2.683406009
1147064000.0,48320.0,6.001655629
1147065000.0,35363.0,6.108079066
1147067000.0,25473.0,4.632355828
1147068000.0,29984.0,4.335645678
1150000000.0,596949.0,7.307156893
1150051000.0,40905.0,7.871898301
1150052000.0,23352.0,9.892086331
1150053000.0,21991.0,7.184757401
1150053500.0,33085.0,5.712558561
1150054000.0,53525.0,9.173283512
1150055000.0,19713.0,8.370111094
1150056000.0,22550.0,5.631929047
1150057000.0,22331.0,6.896242891
1150059000.0,35944.0,7.789895393
1150059100.0,24634.0,6.454493789
1150059300.0,26311.0,7.981452624
1150060300.0,33189.0,7.05052879
1150060400.0,15671.0,4.211601047
1150060500.0,16392.0,10.37091264
1150061100.0,38693.0,6.099294446
1150061500.0,46115.0,5.919982652
1150062000.0,27705.0,9.276303916
1150063000.0,45991.0,7.327520602
1150064000.0,24108.0,4.853160777
1150064100.0,24744.0,7.516973812
1153000000.0,404497.0,6.709567685
1153051000.0,37255.0,9.099449738
1153052000.0,21471.0,9.640910996
1153053000.0,26083.0,3.603879922
1153054000.0,24954.0,6.051134087
1153055000.0,21519.0,6.041172917
1153056000.0,30330.0,7.583250907
1153059500.0,9716.0,3.087690408
1153072000.0,24213.0,6.442819973
1153073000.0,28890.0,4.984423676
1153074000.0,33500.0,5.970149254
1153075000.0,33219.0,8.820253469
1153076000.0,21658.0,7.849293564
1153077000.0,21952.0,7.607507289
1153078000.0,44638.0,5.286975223
1153079000.0,25099.0,6.65365154
1154500000.0,233917.0,5.775552867
1154551000.0,20684.0,5.076387546
1154561000.0,39284.0,7.840342124
1154562000.0,20086.0,5.576023101
1154563000.0,25632.0,4.447565543
1154564000.0,16472.0,4.492472074
1154567000.0,34527.0,6.516639152
1154568000.0,23137.0,5.143277002
1154569000.0,11578.0,6.736914838
1154570000.0,21898.0,4.977623527
1154571000.0,20619.0,5.189388428
1156000000.0,367778.0,7.523560409
1156051500.0,22344.0,7.742570712
1156053500.0,25350.0,6.351084813
1156054000.0,33572.0,7.178601215
1156055000.0,20831.0,9.313043061
1156056000.0,35740.0,8.030218243
1156058500.0,18985.0,7.479589149
1156060500.0,32002.0,9.936878945
1156061000.0,17633.0,11.85277604
1156062000.0,22719.0,11.00400546
1156063000.0,17515.0,5.195546674
1156065000.0,15997.0,5.376008002
1156066000.0,9299.0,2.1507689
1156067000.0,9772.0,4.195661072
1156068000.0,18437.0,6.454412323
1156069000.0,17002.0,10.23409011
1156070000.0,13325.0,4.202626642
1156071000.0,12778.0,4.460791986
1156072000.0,24477.0,6.046492626
1159000000.0,396203.0,6.229130017
1159051000.0,32444.0,6.565158427
1159052000.0,13203.0,3.635537378
1159053000.0,46169.0,5.653143884
1159054000.0,27341.0,7.680772466
1159055000.0,25735.0,6.838935302
1159056000.0,29836.0,6.703311436
1159060500.0,30617.0,6.401672274
1159062000.0,23359.0,5.864977097
1159063000.0,28231.0,7.828273883
1159064000.0,26435.0,6.468696803
1159065000.0,14875.0,7.731092437
1159065100.0,13055.0,7.736499426
1159066000.0,39915.0,4.459476387
1159067000.0,24244.0,4.784688995
1159068000.0,20744.0,6.025838797
1162000000.0,501957.0,5.273360069
1162052500.0,25230.0,5.588585018
1162054500.0,16384.0,10.07080078
1162056500.0,32810.0,5.851874429
1162057500.0,29876.0,6.024902932
1162058500.0,16958.0,4.776506664
1162059500.0,28789.0,3.508284414
1162060500.0,35080.0,6.271379704
1162061500.0,15284.0,4.514524993
1162062500.0,26899.0,6.096880925
1162063000.0,18782.0,7.400702801
1162064500.0,23077.0,4.419985267
1162065500.0,18780.0,5.591054313
1162066500.0,24239.0,4.785675977
1162068500.0,23108.0,4.587155963
